Data;Hora UTC;PRECIPITAÇÃO TOTAL. HORÁRIO (mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO. HORARIA (mB);PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB);PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB);RADIACAO GLOBAL (Kj/m²);TEMPERATURA DO AR - BULBO SECO. HORARIA (°C);TEMPERATURA DO PONTO DE ORVALHO (°C);TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C);TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C);UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);UMIDADE REL. MIN. NA HORA ANT. (AUT) (%);UMIDADE RELATIVA DO AR. HORARIA (%);VENTO. DIREÇÃO HORARIA (gr) (° (gr));VENTO. RAJADA MAXIMA (m/s);VENTO. VELOCIDADE HORARIA (m/s);
2023/07/22;0800 UTC;0;908.2;908.4;908;;14.8;10.6;14.8;14.6;11.1;10.6;79;76;76;110;8.5;4.9;
2023/07/22;0900 UTC;0;908.8;908.8;908.1;;14.1;10.3;14.8;14.1;10.6;10.3;78;76;78;94;8.7;4.1;
2023/07/22;1000 UTC;0;909;909;908.8;.4;13.9;10.2;14.1;13.8;10.3;10.2;79;78;78;105;8;4;
2023/07/22;1100 UTC;0;909.7;909.7;909;310.8;15.1;10.5;15.1;13.9;10.6;10.2;78;74;74;98;8.4;4.6;
2023/07/22;1200 UTC;0;910.3;910.3;909.7;1102.7;16.5;11.1;16.5;15.1;11.1;10.5;74;70;70;97;10.4;5.7;
2023/07/22;1300 UTC;0;910.7;910.8;910.3;1836.4;18.3;11.2;18.3;16.5;11.3;10.9;70;63;64;83;10.5;5.3;
2023/07/22;1400 UTC;0;910.6;910.8;910.6;1973.7;19.8;11.6;19.9;18.2;11.8;11;64;59;59;96;10.1;4.8;
2023/07/22;1500 UTC;0;910.1;910.6;910.1;2794.3;21.5;11.5;21.5;19.8;11.8;11.2;59;53;53;80;9.2;4.8;
2023/07/22;1600 UTC;0;909.2;910.1;909.2;2117.4;22.3;11.5;22.6;20.8;12;11.1;55;49;51;76;9.2;3.1;
2023/07/22;1700 UTC;0;908.4;909.2;908.4;2246.5;23.1;10.7;23.7;22.3;12;10.5;51;46;46;55;8.7;3.2;
2023/07/22;1800 UTC;0;907.9;908.4;907.9;1809.6;23.2;10.5;24.3;22.7;11.2;10.4;47;43;45;66;7.2;2.9;
2023/07/22;1900 UTC;0;907.7;907.9;907.6;1162.6;23.1;10.7;24.1;22.9;11;10.3;46;43;45;73;7;2.7;
2023/07/22;2000 UTC;0;907.6;907.7;907.5;885.4;23.2;10.8;23.5;22.9;10.9;10.5;46;44;46;67;8.8;3.6;
2023/07/22;2100 UTC;0;907.7;907.7;907.6;211.5;21.9;10.9;23.2;21.9;10.9;10.5;50;45;50;87;8.8;2.7;
2023/07/22;2200 UTC;0;908.1;908.1;907.7;;20.1;11.1;21.9;20.1;11.1;10.8;56;50;56;97;5.8;3;
2023/07/22;2300 UTC;0;908.5;908.5;908.1;;19;11.2;20.1;18.9;11.2;11.1;61;56;61;95;5.4;2.7;
2023/07/23;0000 UTC;0;908.8;908.8;908.5;;18.2;11;19;18.2;11.2;11;63;60;63;95;4.6;2.7;
2023/07/23;0100 UTC;0;909.2;909.2;908.8;;17.7;10.8;18.2;17.7;11;10.8;65;63;64;102;4.8;2.7;
2023/07/23;0200 UTC;0;909.2;909.2;909.1;;17.3;10.7;17.7;17.3;10.8;10.7;66;64;65;104;5.3;3;
2023/07/23;0300 UTC;0;909;909.2;908.9;;17;10.5;17.3;17;10.7;10.5;66;65;66;105;5.2;2.7;
2023/07/23;0400 UTC;0;908.8;909;908.8;;16.5;10.4;17.1;16.5;10.6;10.4;67;66;67;99;4.8;2.8;
2023/07/23;0500 UTC;0;908.8;908.9;908.7;;16.4;10.4;16.6;16.2;10.4;10.3;68;67;67;95;5.7;2.8;
2023/07/23;0600 UTC;0;908.4;908.8;908.3;;15.7;10.2;16.4;15.7;10.4;10.2;70;67;70;104;6.3;3.6;
2023/07/23;0700 UTC;0;908.4;908.5;908.3;;15.3;10.1;15.7;15.3;10.2;10.1;71;70;71;103;6.8;3.8;
2023/07/23;0800 UTC;0;908.3;908.4;908.2;;14.9;9.7;15.3;14.9;10.1;9.7;71;71;71;104;6.5;3.8;
2023/07/23;0900 UTC;0;908.6;908.6;908.3;;14.7;9.4;15;14.7;9.7;9.4;71;70;71;101;6.9;3.9;
2023/07/23;1000 UTC;0;909.1;909.1;908.6;1;14.6;9.2;14.8;14.5;9.4;9.1;71;70;70;97;6.6;3.5;
2023/07/23;1100 UTC;0;909.8;909.8;909.1;317.3;16;9.5;16;14.5;9.5;9.1;70;65;65;101;7.2;4;
2023/07/23;1200 UTC;0;910.5;910.5;909.8;1114.3;17.8;10.1;17.9;16;10.3;9.5;66;61;61;94;8.2;4;
2023/07/23;1300 UTC;0;911.2;911.2;910.5;1844.7;19.7;10.4;19.9;17.7;10.8;10.1;61;55;55;78;8.1;4.3;
2023/07/23;1400 UTC;0;911.1;911.2;911.1;2395.5;21.4;10;21.6;19.7;11;10;55;48;48;90;7.3;3.7;
2023/07/23;1500 UTC;0;910.5;911.1;910.5;2709.5;23.2;10;23.3;21.4;10.8;10;49;43;43;98;7.4;3.6;
2023/07/23;1600 UTC;0;909.9;910.5;909.9;2785.4;24.7;9.2;24.7;23.1;10.3;8.5;44;37;37;58;7.6;2.7;
2023/07/23;1700 UTC;0;909.2;909.9;909.2;2031.5;24;7;25.2;23.8;9.3;7;38;33;34;37;6.7;1.7;
2023/07/23;1800 UTC;0;908.6;909.2;908.6;1625.2;24.7;6.5;26.3;23.8;8.3;6.4;36;30;31;88;5.5;2.3;
2023/07/23;1900 UTC;0;908.3;908.6;908.3;1736.8;25.1;6.2;26;24.7;7.3;5.4;32;27;30;27;5.4;1.7;
2023/07/23;2000 UTC;0;908.5;908.5;908.2;920.6;24.6;6.8;26;24.6;7.3;6;32;29;32;90;5.2;2.6;
2023/07/23;2100 UTC;0;908.8;908.8;908.5;63.8;23.1;6.6;24.6;23.1;6.9;6.2;34;32;34;93;4.1;1.3;
2023/07/23;2200 UTC;0;909.3;909.3;908.8;;21.5;6.9;23.1;21.5;7;6.6;39;34;39;89;2.6;1.8;
2023/07/23;2300 UTC;0;909.8;909.8;909.3;;20.7;8;21.5;20.6;8;6.9;44;39;44;113;6.3;2.9;
2023/07/24;0000 UTC;0;909.9;909.9;909.8;;20.4;8.5;20.7;20.1;8.5;7.9;47;44;46;116;6.3;3.3;
2023/07/24;0100 UTC;0;909.9;909.9;909.8;;20.5;8.1;20.9;20.4;8.5;8.1;46;44;45;112;5.8;2.6;
2023/07/24;0200 UTC;0;909.8;909.9;909.8;;20.2;8;20.5;19.9;8.2;8;46;45;45;118;4.9;2.8;
2023/07/24;0300 UTC;0;909.6;909.8;909.6;;19.4;8.2;20.3;19.4;8.2;7.9;48;45;48;104;5;2.2;
2023/07/24;0400 UTC;0;909.8;909.8;909.6;;17.9;8.6;19.4;17.9;8.6;8.2;55;48;55;98;4.7;2.8;
2023/07/24;0500 UTC;0;909.4;909.8;909.4;;17.2;8.7;17.9;17.2;8.9;8.6;57;55;57;99;5.1;2.6;
2023/07/24;0600 UTC;0;908.6;909.4;908.5;;17;8.6;18;17;9;8.6;58;55;58;65;5.7;1.5;
2023/07/24;0700 UTC;0;908.5;908.6;908.4;;15.8;9.3;17;15.7;9.3;8.6;66;58;66;94;4.3;2.7;
2023/07/24;0800 UTC;0;908.3;908.5;908.3;;15.1;9.8;15.8;15.1;9.8;9.2;70;66;70;98;4.3;2.6;
2023/07/24;0900 UTC;0;908.5;908.5;908.3;;15.5;11.2;15.5;15.1;11.2;9.8;76;70;76;100;5;3.1;
2023/07/24;1000 UTC;0;908.8;908.8;908.5;.7;15.5;12;15.6;15.4;12;11.2;80;76;80;99;6.3;3.6;
2023/07/24;1100 UTC;0;909.2;909.2;908.8;315.3;17.1;12.7;17.1;15.4;12.7;12;80;76;76;97;6.1;3.2;
2023/07/24;1200 UTC;0;909.8;909.8;909.2;1099.5;19.1;13.6;19.1;17.1;13.6;12.8;76;70;70;97;8.1;3.9;
2023/07/24;1300 UTC;0;910.3;910.3;909.8;1675.5;19.8;13.7;20.2;19;13.9;13.3;71;67;68;87;8.6;4.4;
2023/07/24;1400 UTC;0;910.3;910.5;910.3;2142.5;21.1;13.7;21.4;19.3;14.3;13.4;69;62;63;78;8.7;3.9;
2023/07/24;1500 UTC;0;909.8;910.3;909.8;2101.3;20.9;13.4;21.7;20.2;14.4;13.2;65;61;62;92;8.2;4.6;
2023/07/24;1600 UTC;0;908.9;909.8;908.9;2414.3;23;13.3;23.1;20.6;13.5;13;63;54;54;88;8.2;2.7;
2023/07/24;1700 UTC;0;907.9;908.9;907.9;2751.5;24.2;12.6;24.3;22.6;13.3;12.2;55;48;48;103;7.7;3.6;
2023/07/24;1800 UTC;0;907.1;907.9;907.1;2385.1;25;12.6;25;23.8;13;11.6;49;46;46;90;6.5;2.9;
2023/07/24;1900 UTC;0;906.8;907.1;906.8;1762.5;24.5;11.8;25;24.2;12.4;11.3;47;43;45;102;6.7;3.4;
2023/07/24;2000 UTC;0;906.9;906.9;906.8;640.8;23.5;11.9;24.6;23.4;12.2;11.5;49;45;48;98;5.9;2.9;
2023/07/24;2100 UTC;0;907.1;907.1;906.9;148.7;22.4;11.6;23.6;22.4;11.9;11;51;46;50;79;5.7;3.1;
2023/07/24;2200 UTC;0;907.1;907.1;907;;21.6;12;22.4;21.6;12;11.5;54;50;54;93;5.1;2.8;
2023/07/24;2300 UTC;0;907.4;907.5;907.1;;20.6;13;21.6;20.6;13;12;62;54;62;92;5.7;3.2;
2023/07/25;0000 UTC;0;907.7;907.7;907.4;;19.2;14;20.6;19.2;14;13;72;62;72;77;7.6;4.3;
2023/07/25;0100 UTC;0;907.8;907.8;907.7;;18.4;14.1;19.2;18.4;14.1;14;76;72;76;87;6.9;2.9;
2023/07/25;0200 UTC;0;907.8;907.9;907.8;;17.7;14.1;18.4;17.7;14.2;14.1;79;76;79;95;5.4;2.6;
2023/07/25;0300 UTC;0;907.4;907.9;907.4;;17.3;13.6;17.7;17.3;14.1;13.6;79;79;79;93;5.2;2.7;
2023/07/25;0400 UTC;0;907.1;907.4;907.1;;17.3;13.3;17.5;17.3;13.6;13.3;79;77;78;97;6;2.4;
2023/07/25;0500 UTC;0;906.7;907.1;906.7;;17.4;13.2;17.4;17.3;13.4;13.2;78;76;76;93;5;2.8;
2023/07/25;0600 UTC;0;906.2;906.7;906.2;;17.4;13.1;17.5;17.4;13.2;13.1;76;75;76;100;5;3;
2023/07/25;0700 UTC;0;905.9;906.2;905.8;;17.3;13;17.4;17.3;13.1;13;76;76;76;98;5.1;3.2;
2023/07/25;0800 UTC;0;905.6;905.9;905.6;;17;12.9;17.3;17;13;12.9;77;76;77;93;5.1;2.6;
2023/07/25;0900 UTC;0;905.9;905.9;905.6;;16.7;12.9;17;16.7;12.9;12.9;78;77;78;96;5.7;2.4;
2023/07/25;1000 UTC;0;906.2;906.2;905.9;;16.4;12.8;16.7;16.4;12.9;12.8;80;78;80;92;4.5;2.7;
2023/07/25;1100 UTC;0;906.8;906.8;906.2;102.9;16.7;13;16.7;16.3;13;12.8;80;79;79;94;5;2.8;
2023/07/25;1200 UTC;0;907.5;907.6;906.8;398.9;17.6;13.3;17.6;16.7;13.4;13;79;76;76;88;5.1;2.9;
2023/07/25;1300 UTC;0;907.7;907.7;907.5;838;19.2;12.8;19.2;17.6;13.3;12.6;76;67;67;73;6.1;3.1;
2023/07/25;1400 UTC;0;907.4;907.7;907.4;1170;20.5;12.3;20.7;19;13;12.3;67;59;59;70;6.1;2.5;
2023/07/25;1500 UTC;0;906.3;907.4;906.3;2197;23.4;11.6;23.5;20.5;12.9;11.5;59;48;48;55;6.5;2.5;
2023/07/25;1600 UTC;0;905.3;906.3;905.3;2673.1;24.7;10.1;25.2;23.4;12.1;10;48;39;40;34;6.8;2.6;
2023/07/25;1700 UTC;0;904.3;905.3;904.3;2732;25.7;9.9;25.9;24.6;10.9;9.7;41;36;37;68;5.9;2;
2023/07/25;1800 UTC;0;903.9;904.3;903.9;2405.6;25.7;9.4;26.5;24.9;10.4;8.7;38;35;36;324;5.4;1.1;
2023/07/25;1900 UTC;0;903.4;903.9;903.4;1905.7;25.2;9.3;26.4;25.1;9.7;8.9;37;34;37;20;4.6;1.5;
2023/07/25;2000 UTC;0;903.4;903.5;903.3;994.8;25.5;8.1;25.9;25.2;9.5;7.9;37;33;33;95;4.6;1.4;
2023/07/25;2100 UTC;0;903.8;903.8;903.4;107.4;23.6;9.3;25.5;23.6;9.4;7.9;40;33;40;94;4.8;1.5;
2023/07/25;2200 UTC;0;904.1;904.1;903.8;;22.2;9.7;23.6;22.2;10;9.4;45;40;45;89;3.2;1.5;
2023/07/25;2300 UTC;0;904.5;904.6;904.1;;21.1;9.2;22.2;21.1;9.8;9.2;47;45;47;93;3.9;2.1;
2023/07/26;0000 UTC;0;904.8;904.8;904.5;;20.2;9.1;21.1;20.2;9.5;9.1;50;47;49;98;4.1;2.3;
2023/07/26;0100 UTC;0;905;905;904.8;;20.1;8.7;20.2;20;9.1;8.6;49;48;48;103;4.7;2.7;
2023/07/26;0200 UTC;0;905.1;905.1;905;;19.7;8.5;20.1;19.7;8.7;8.4;48;48;48;91;4.4;2;
2023/07/26;0300 UTC;0;904.9;905.1;904.8;;18.9;8.4;19.7;18.9;8.5;8.3;50;48;50;102;3.3;2;
2023/07/26;0400 UTC;0;904.8;904.9;904.7;;18.4;8.2;18.9;17.6;8.7;8.2;56;50;51;99;3.7;2.3;
2023/07/26;0500 UTC;0;904.4;904.8;904.4;;17.3;8.5;18.4;17.3;8.5;8.1;56;51;56;97;5.2;3.3;
2023/07/26;0600 UTC;0;904.1;904.4;904.1;;16.3;9.2;17.3;16.2;9.2;8.6;63;56;63;96;5.6;2.9;
2023/07/26;0700 UTC;0;904;904.1;904;;16.3;9.3;16.3;16.1;9.3;9.2;64;63;63;106;5.5;3;
2023/07/26;0800 UTC;0;903.9;904;903.8;;15.6;9.5;16.4;15.6;9.5;9.2;67;63;67;100;5.5;2.7;
2023/07/26;0900 UTC;0;904.6;904.6;903.9;;15.3;10;15.7;15.3;10;9.6;70;67;70;101;5;2.8;
2023/07/26;1000 UTC;0;904.9;904.9;904.5;1.4;14.9;10.5;15.3;14.9;10.5;9.9;75;70;75;102;5.7;3.6;
2023/07/26;1100 UTC;0;905.5;905.5;904.9;326.6;16.6;11.3;16.6;14.9;11.3;10.5;76;71;71;102;5.9;3.3;
2023/07/26;1200 UTC;0;906.3;906.3;905.5;1132.5;19.2;11.6;19.2;16.6;11.9;11.4;71;61;61;81;4.9;2.6;
2023/07/26;1300 UTC;0;906.7;906.7;906.3;1856.7;21.3;11;21.4;19.2;11.7;10.5;61;51;52;58;4.6;2.1;
2023/07/26;1400 UTC;0;906.5;906.7;906.5;2398.9;23.2;10.1;23.2;21.3;11.3;10;52;44;44;64;6;3;
2023/07/26;1500 UTC;0;906;906.5;906;2720.6;23.9;9.4;24.9;23;10.6;8.6;45;37;40;38;6.1;2.9;
2023/07/26;1600 UTC;0;905.3;906;905.3;2801.8;25.3;8.1;25.7;23.9;9.5;7.9;40;33;33;3;6.2;1.1;
2023/07/26;1700 UTC;0;904.4;905.3;904.4;2700.3;26.2;7.5;26.3;25;9.3;7.4;36;31;31;16;8;1.9;
2023/07/26;1800 UTC;0;904;904.4;904;857.4;25;6.8;26.2;24.8;7.7;6.1;32;29;31;209;4.8;.8;
2023/07/26;1900 UTC;0;904.2;904.2;904;821.7;24.3;6.9;26;24.3;7.2;6.2;33;28;33;213;3.2;1.3;
2023/07/26;2000 UTC;0;904.3;904.3;904.2;1014.6;25.4;6.6;26;24.3;7.8;6.1;34;28;30;211;3.9;1.7;
2023/07/26;2100 UTC;0;904.7;904.7;904.3;122;23.8;7.5;25.4;23.8;7.5;6.4;35;30;35;123;3.5;1.6;
2023/07/26;2200 UTC;0;905.3;905.3;904.7;;22.8;7.6;23.8;22.8;7.7;7.3;38;35;38;130;4.4;2.5;
2023/07/26;2300 UTC;0;905.7;905.7;905.3;;22;8.4;22.9;22;8.4;7.6;42;38;42;100;5.5;2.9;
2023/07/27;0000 UTC;0;906.3;906.3;905.7;;20.9;8.7;22;20.8;8.8;8.4;46;42;46;108;7;3.5;
2023/07/27;0100 UTC;0;906.7;906.7;906.3;;20.4;8.5;21;20.4;8.7;8.5;47;45;46;99;6.4;3.1;
2023/07/27;0200 UTC;0;906.9;906.9;906.7;;19.5;8.2;20.4;19.5;8.5;8.2;48;46;48;104;5;2.4;
2023/07/27;0300 UTC;0;906.8;907;906.8;;19.9;7.9;20.2;19.3;8.2;7.9;49;45;46;101;5;2.9;
2023/07/27;0400 UTC;0;906.5;906.9;906.5;;19.2;7.5;20;19.2;7.9;7.5;47;45;47;105;4.5;2;
2023/07/27;0500 UTC;0;906.2;906.5;906.2;;17.4;7.7;19.2;17.4;7.7;7.3;53;47;53;234;3;.7;
2023/07/27;0600 UTC;0;905.4;906.2;905.4;;16.5;7.9;17.6;16.5;7.9;7.2;57;51;57;29;1.5;.5;
2023/07/27;0700 UTC;0;905.3;905.4;905.2;;18.5;6.4;18.6;16.3;7.9;6.4;57;45;45;134;2.3;1.4;
2023/07/27;0800 UTC;0;905.3;905.3;905.3;;17.2;6.1;18.6;17.1;6.4;6.1;49;45;48;116;2;1.3;
2023/07/27;0900 UTC;0;905.4;905.5;905.3;;15.7;7;17.6;15.5;7;5.9;57;47;56;103;6.4;3.1;
2023/07/27;1000 UTC;0;905.9;905.9;905.4;1.4;16.2;6.8;16.5;15.6;7.1;6.7;57;53;54;98;6.7;3.4;
2023/07/27;1100 UTC;0;906.5;906.5;905.8;325;17.8;8.5;17.8;16.2;8.5;6.8;55;53;54;99;6.2;3.8;
2023/07/27;1200 UTC;0;907.2;907.2;906.5;1126.1;19.6;11.9;19.6;17.8;11.9;8.6;62;54;61;99;7.5;4.1;
2023/07/27;1300 UTC;0;907.6;907.7;907.2;1850.9;21.8;12.7;21.8;19.6;12.8;11.8;61;56;56;87;7.6;4.3;
2023/07/27;1400 UTC;0;907.4;907.7;907.4;2402.6;23.5;12.1;23.7;21.7;13;11.8;57;48;49;69;7.6;3.3;
2023/07/27;1500 UTC;0;906.6;907.4;906.6;2707.7;24.9;10;25.1;23.5;12.6;8.9;49;36;39;104;6.3;1.6;
2023/07/27;1600 UTC;0;905.6;906.6;905.6;2727.6;26.3;8.2;26.4;24.7;10.5;6.6;40;29;32;25;7.4;3;
2023/07/27;1700 UTC;0;904.9;905.6;904.9;2350.5;25.8;8.1;27;25.7;8.7;7.3;33;30;33;72;6.5;2.4;
2023/07/27;1800 UTC;0;904.6;904.9;904.6;1875.2;26.9;8.4;27.3;25.5;8.8;7.6;33;30;31;61;6.8;2.3;
2023/07/27;1900 UTC;0;904.6;904.7;904.5;1535.7;26.8;7.9;27;26.1;8.3;7.3;31;29;30;129;9.1;1.6;
2023/07/27;2000 UTC;0;904.7;904.7;904.5;1016.1;26.1;8.4;27.2;26.1;8.6;7.7;33;30;32;103;5.4;2.7;
2023/07/27;2100 UTC;0;905.1;905.1;904.7;203.5;24.5;8.6;26.2;24.5;8.6;8;36;32;36;95;5.2;1.9;
2023/07/27;2200 UTC;0;905.5;905.5;905.1;;23;9.2;24.5;23;9.2;8.5;41;36;41;83;3.7;2.4;
2023/07/27;2300 UTC;0;905.9;905.9;905.5;;21.4;9;23;21.4;9.2;9;45;41;45;109;5;2.9;
2023/07/28;0000 UTC;0;906.5;906.5;905.9;;20.9;9.2;21.4;20.9;9.4;9;48;45;47;105;5.2;3.1;
2023/07/28;0100 UTC;0;906.8;906.8;906.5;;20.6;8.7;20.9;20.5;9.2;8.7;47;47;47;107;6.2;3.1;
2023/07/28;0200 UTC;0;907.1;907.1;906.8;;20.4;8.9;20.7;20.3;8.9;8.6;48;46;48;105;5.9;2.7;
2023/07/28;0300 UTC;0;907.2;907.3;907;;20.3;9;20.6;20.2;9.1;8.8;48;47;48;108;5;2.5;
2023/07/28;0400 UTC;0;907;907.2;907;;20;9.2;20.3;19.7;9.2;9;51;48;50;110;4.2;2.8;
2023/07/28;0500 UTC;0;906.7;907;906.7;;19.5;9.2;20;19.5;9.2;9.1;51;50;51;105;5;2.7;
2023/07/28;0600 UTC;0;906.2;906.7;906.2;;19.1;10.4;19.5;19.1;10.4;9.2;57;51;57;107;7;3.6;
2023/07/28;0700 UTC;0;906.2;906.3;906.1;;18.5;10.9;19.2;18.4;10.9;10.4;61;57;61;102;7;3;
2023/07/28;0800 UTC;0;906.3;906.3;906.2;;18.2;11.4;18.6;18.2;11.4;10.9;65;61;65;100;5.4;2.9;
2023/07/28;0900 UTC;0;906.8;906.8;906.3;;17.7;11.5;18.2;17.7;11.6;11.4;67;65;67;94;4.9;3.3;
2023/07/28;1000 UTC;0;907.3;907.3;906.8;.1;17.3;11.7;17.7;17.3;11.7;11.5;70;67;70;98;6.1;3.5;
2023/07/28;1100 UTC;0;908.1;908.1;907.3;189.1;18.3;12.6;18.3;17.3;12.6;11.7;72;70;70;97;6.5;2.9;
2023/07/28;1200 UTC;0;908.9;908.9;908.1;898.7;19.9;12.8;20.4;18.3;13.3;12.7;70;63;64;92;5.8;3.7;
2023/07/28;1300 UTC;0;909.3;909.3;908.9;1702.4;22.5;13.2;22.8;19.9;13.4;12.9;64;55;56;62;6.2;2.8;
2023/07/28;1400 UTC;0;909;909.3;909;2249.7;24;12.7;24.5;22.5;13.7;12.7;56;49;49;1;4.8;2.1;
2023/07/28;1500 UTC;0;908.3;909;908.3;2660.6;25.2;12.2;25.4;24;13;11.7;50;43;44;30;5.5;2.2;
2023/07/28;1600 UTC;0;907.4;908.3;907.4;2267.1;26.8;9;26.8;25;12.5;8.5;45;32;33;190;5.2;2.3;
2023/07/28;1700 UTC;0;906.5;907.4;906.5;2588.4;27.5;8.8;27.5;26.1;9.7;7.4;34;30;31;296;7.3;1.9;
2023/07/28;1800 UTC;0;905.8;906.5;905.8;2027.1;27.4;8.5;27.9;26.6;8.8;7;32;29;30;254;7.3;1.8;
2023/07/28;1900 UTC;0;905.6;905.8;905.6;1593.1;26.7;8.4;27.9;26.7;9.1;7.7;32;29;31;233;5.2;1.9;
2023/07/28;2000 UTC;0;905.9;905.9;905.6;719.5;25.7;8.4;27.2;25.6;9.1;8.1;34;31;34;250;5.2;1.7;
2023/07/28;2100 UTC;0;906.1;906.2;905.9;187.9;24;9.7;25.7;24;9.7;8.4;40;34;40;279;2.9;.4;
2023/07/28;2200 UTC;0;906.3;906.3;906.1;;23.4;9.8;24;23.3;9.9;9.7;43;40;42;256;1.4;.7;
2023/07/28;2300 UTC;0;906.9;906.9;906.3;;22.5;9.9;23.4;22.3;10;9.7;45;42;45;195;1.9;1.4;
2023/07/29;0000 UTC;0;907;907;906.8;;22;9.7;22.6;22;9.9;9.6;46;44;46;191;1.7;1;
2023/07/29;0100 UTC;0;907.2;907.2;906.9;;21;9.6;22.2;20.5;9.9;9.5;50;45;48;183;2.2;1.1;
2023/07/29;0200 UTC;0;907.2;907.3;907.1;;19.6;10.2;21.2;19.6;10.3;9.5;55;47;55;24;2.2;0;
2023/07/29;0300 UTC;0;906.7;907.2;906.7;;19.8;9.8;19.9;19.1;10.4;9.7;56;52;52;129;1.6;1;
2023/07/29;0400 UTC;0;906.2;906.7;906.2;;19.8;9.3;20.2;19.8;9.8;9.3;52;50;51;113;2.2;1.3;
2023/07/29;0500 UTC;0;905.7;906.2;905.7;;18.5;9.5;19.8;18.1;9.7;9.3;57;51;56;122;1.9;.1;
2023/07/29;0600 UTC;0;905.3;905.7;905.3;;16.8;9.3;18.6;16.8;9.8;9.2;61;55;61;219;1.8;.8;
2023/07/29;0700 UTC;0;905;905.3;905;;16.7;10;16.9;15.8;10.3;9.3;69;61;65;82;1.8;0;
2023/07/29;0800 UTC;0;905.2;905.2;905;;17.1;9.7;17.1;16.5;10;9.7;65;62;62;129;1;0;
2023/07/29;0900 UTC;0;905.3;905.3;905.1;;18.6;8.9;18.8;17.1;9.7;8.9;62;53;53;155;2.7;1.7;
2023/07/29;1000 UTC;0;905.5;905.5;905.2;1.1;17.3;9.3;18.7;17.3;9.3;8.9;59;53;59;109;2.9;1.2;
2023/07/29;1100 UTC;0;906.3;906.3;905.5;304.6;18.1;10.6;18.7;16.7;10.7;9.3;62;58;62;295;2.7;0;
2023/07/29;1200 UTC;0;907;907;906.3;839.5;19.8;10.3;19.9;17.7;10.8;9.9;62;54;54;36;1.4;.3;
2023/07/29;1300 UTC;0;907.5;907.5;907;1393.6;22.6;10.7;22.8;19.8;11.3;10.1;55;47;47;70;5;3;
2023/07/29;1400 UTC;0;907.3;907.5;907.3;1726.5;23.9;10.8;23.9;22.5;11.4;10.7;48;44;44;61;5;2.3;
2023/07/29;1500 UTC;0;906.7;907.3;906.6;2632.7;25.9;9.9;26;23.9;11.1;9.3;44;36;37;6;4.7;1.3;
2023/07/29;1600 UTC;0;905.9;906.7;905.9;2626;26.3;9.2;27.2;25.5;10.1;8.5;37;32;34;352;5.1;1.2;
2023/07/29;1700 UTC;0;905.2;905.9;905.2;1484.9;25.7;10.1;27.4;25.6;10.5;8.8;37;32;37;228;5;1.4;
2023/07/29;1800 UTC;0;904.7;905.2;904.7;888.5;25.6;10.1;27.2;25.6;10.5;9.3;38;34;38;235;3.4;1.7;
2023/07/29;1900 UTC;0;904.7;904.7;904.6;1081.5;27.4;8.9;27.8;25.5;10.7;8.6;39;31;31;248;5.8;3.4;
2023/07/29;2000 UTC;0;905;905.1;904.6;766.6;25.8;9.1;27.6;25.8;9.5;8.5;35;31;35;212;6;2.5;
2023/07/29;2100 UTC;0;905.6;905.6;905;176.3;23.2;9.2;25.7;23.2;10.6;8.8;42;35;41;164;6.4;1.6;
2023/07/29;2200 UTC;0;906.1;906.1;905.6;;21.9;10.2;23.2;21.9;10.2;9.2;47;41;47;109;3.5;1.7;
2023/07/29;2300 UTC;0;906.5;906.5;906.1;;20.5;12.1;22;20.5;12.1;10.2;59;47;59;112;4.4;2.3;
2023/07/30;0000 UTC;0;906.9;906.9;906.5;;20.2;12;20.5;20.1;12.3;12;61;59;59;110;3.9;1.7;
2023/07/30;0100 UTC;0;907;907.1;906.9;;19.1;11.1;20.4;18.7;12;11;62;58;60;183;2.8;0;
2023/07/30;0200 UTC;0;907.3;907.3;907;;19.1;11.4;19.6;18.6;11.5;10.9;62;60;61;184;2.3;.5;
2023/07/30;0300 UTC;0;907;907.3;907;;18.8;11.4;19.5;18.5;11.5;11.1;63;60;62;190;2.4;2;
2023/07/30;0400 UTC;0;906.9;907;906.8;;16.2;11.3;19.1;16.2;11.4;10.9;73;61;73;8;2.6;.4;
2023/07/30;0500 UTC;0;906.5;906.9;906.5;;16.9;11.7;16.9;16.1;11.8;11.3;75;71;71;63;1.7;0;
2023/07/30;0600 UTC;0;906.2;906.5;906.2;;17.4;11.5;17.4;16.6;11.7;11.3;71;68;68;109;1.1;0;
2023/07/30;0700 UTC;0;905.9;906.2;905.9;;17;11.1;17.6;17;11.4;11.1;69;66;68;90;2.4;.7;
2023/07/30;0800 UTC;0;905.9;906;905.9;;18.1;11.3;18.3;16.8;11.5;11.1;69;64;64;113;6.9;3.7;
2023/07/30;0900 UTC;0;906.3;906.3;905.9;;17.5;11.3;18.2;17.5;11.4;11.2;67;64;67;104;6.5;3.4;
